词根序号,词根,词根含义,单词,音标,中文释义,词根词缀拆解
43,solv，solut,松开,resolute,"/ˈrɛzə,lu:t/",adj. 坚定的,前缀 re- 再次 + solut 松开 + e →再次下决心
43,solv，solut,松开,dissolve,/dɪˈzɒlv/,v. 使溶解，溶解；解散（组织或机构）；解散（议会）；解 除（婚姻关系或业务协议）；使消失，消失,前缀 dis- 分开 + solv 松开 + e →松开后分解→溶解，解散，解除
43,solv，solut,松开,absolutely,"/,æbsəˈlu:tlɪ/",adv. 绝对地,absolute 绝对的 + 后缀 -ly 表示副词
44,spir,呼吸,spirit,/ˈspɪrɪt/,n. 精神（包括性格、情感等）；灵魂；幽灵；毅力；活力,spir 呼吸 + 后缀 -it 表示名词→有呼吸的→精神，灵魂
44,spir,呼吸,aspire,/əˈspaɪə/,v. 有志（于）,前缀 a- 在……中 + spir 呼吸 + e →（看到想要的东西）大口 吸气→有志于得到
44,spir,呼吸,conspire,/kənˈspaɪə/,v. 合谋；协同,前缀 con- 一起 + spir 呼吸 + e →一个鼻孔出气→合谋
44,spir,呼吸,expire,/ɪkˈspaɪə/,v. 到期，失效,前缀 ex- 向外 + spir 呼吸 + e →只往外呼气不吸气→断气→ 失效
44,spir,呼吸,inspire,/ɪnˈspaɪə/,v. 鼓舞， 激励； 唤起， 激起； 赋…… 以灵感， 给…… 以 启示,前缀 in- 进入 + spir 呼吸 + e →深吸进一口气→得到鼓舞
45,st(at)，stin,站立,stay,/steɪ/,v. 停留；（在某城市、酒店、某人家里）暂住，逗留；保持（某 种状态）n. 暂住，逗留,stay = stat 站立→停留
45,st(at)，stin,站立,station,/ˈsteɪʃən/,n. 火车站；（汽车）站；（电、电视）台 v. 派驻,stat 站立 + 后缀 -ion 表示名词，可转化为动词→站着等车的地方
45,st(at)，stin,站立,stationary,/ˈsteɪʃənərɪ/,adj. 静止不动的,stat 站立 + 后缀 -ion 表示名词 + 后缀 -ary 表示形容词→站着不动的
45,st(at)，stin,站立,statue,/ˈstætju:/,n.（石或金属做的动物或人的）雕像,stat 站立 + ue →站着的（雕像）
45,st(at)，stin,站立,status,/ˈsteɪtəs/,n. 社会地位，职业地位；（在公众中或某一团体中的）威望， 地位；重要性；身份；状况,stat 站立 + us →站立的位置→地位
45,st(at)，stin,站立,stable,/ˈsteɪbəl/,adj. 稳定的；稳重的,st 站立 + 后缀 -able 表示形容词，“能……的”→能站稳的
45,st(at)，stin,站立,state,/steɪt/,n.（政治上所指的）国家；（美国等大国的）州；政府；状况， 状态 adj. 政府的，国家的；国事的 v. 说明，写明,st 站立 + 后缀 -ate 表示名词或形容词→你所站立的地方（国家）st 站立 + 后缀 -ate 表示动词，“使……”→站着说话（说明）
45,st(at)，stin,站立,circumstance,/ˈsɜ:kəmstəns/,n. 情形；详情，原委；境况（尤指经济状况）； 命运，客观环境,前缀 circum- 周围 + st 站立 + 后缀 -ance 表示名词→站在周围 的东西→环境
45,st(at)，stin,站立,constant,/ˈkɒnstənt/,adj. 常发生的，常存在的；（在某时段内）保持不变的,前缀 con- 完全 + st 站立 + 后缀 -ant 表示形容词→完全站着的→不变的
45,st(at)，stin,站立,contrast,/kənˈtrɑ:st/,v. 对比（事 物以指出不同点） n. 巨大的差 别；（图片、电视画面、绘画中深浅的）对比度,前缀 contra- 相反 + st 站立→对立站着的→对比
45,st(at)，stin,站立,distance,/ˈdɪstəns/,n. 距离；远隔；差距,前缀 di-（= dis-）分开 + st 站立 + 后缀 -ance 表示名词→两个分开站着保持距离
45,st(at)，stin,站立,instant,/ˈɪnstənt/,n. 刹那，瞬间；时刻 adj. 立即的；调制快速方便的（食品）,前缀 in- 进入 + st 站立 + 后缀 -ant 表示名词，“人或物”，或 表示形容词→站进来的（那一刻），立刻站起来的
45,st(at)，stin,站立,obstacle,/ˈɒbstəkəl/,n. 障碍物；障碍,前缀 ob- 反 + st 站 + 后缀 -acle 表示名词→反着站的东西→障碍物
45,st(at)，stin,站立,rest,/rɛst/,pron. 其余部分 v. 休息；依赖；取决 n. 休息,前缀 re- 回 + st 站立→往回站着不动的→休息；剩余部分
45,st(at)，stin,站立,system,/ˈsɪstəm/,n. 体制；系统；网络,前缀 sy- 一起 + st 站立 + em →（零件）站立到一起（形成系统）
45,st(at)，stin,站立,destiny,/ˈdɛstɪnɪ/,n. 命运；天数，定数,前缀de- 此处表强调 + stin 站立 + 后缀 -y 表示名词
46,struct，stru,堆砌；建造,structure,/ˈstrʌktʃə/,n. 结构；结构体；建筑物 v. 精心安排，系统组织,struct 建造 + 后缀 -ure 表示名词，“状态”，可转化为动词→ 建造的状态→结构，建筑物
46,struct，stru,堆砌；建造,construction,/kənˈstrʌkʃən/,n. 建造；（交通工具、机器等的）制造；创立；构造；建造物,construct 建造 + 后缀 -ion 表示名词
46,struct，stru,堆砌；建造,instruction,/ɪnˈstrʌkʃən/,n. 指示；讲授，指导；用法说明,instruct 指示 + 后缀 -ion 表示名词
46,struct，stru,堆砌；建造,instructor,/ɪnˈstrʌktə/,n. 教练；教师,instruct 教 + 后缀 -or 表示名词后缀，“人或物”
46,struct，stru,堆砌；建造,obstruct,/əbˈstrʌkt/,v. 阻塞；阻拦；阻挠,前缀 ob- 反 + struct 堆砌→反向堆砌→阻塞
46,struct，stru,堆砌；建造,destroy,/dɪˈstrɔɪ/,v. 摧毁；毁掉；宰杀,前缀 de- 向下 + stroy（= struct）建造→让建筑物都倒下
46,struct，stru,堆砌；建造,destruction,/dɪˈstrʌkʃən/,n. 毁灭,前缀 de- 向下 + struct 建造 + 后缀 -ion 表示名词
46,struct，stru,堆砌；建造,instrument,/ˈɪnstrəmənt/,n. 器械；乐器；仪器；手段,前缀 in- 里 + stru 建造 + 后缀 -ment 表示名词→有复杂内部结 构的乐器或仪器
46,struct，stru,堆砌；建造,industry,/ˈɪndəstrɪ/,n. 工业；行业；勤奋,前缀 indu-（= into-）内部 + stry（= stru）建造→内心积极建 造→勤奋→工业，行业
46,struct，stru,堆砌；建造,industrial,/ɪnˈdʌstrɪəl/,adj. 工业的；工业高度发达的,industry 工业 + 后缀 -ial 表示形容词
46,struct，stru,堆砌；建造,industrious,/ɪnˈdʌstrɪəs/,adj. 勤奋的,industry 勤奋 + 后缀 -ous 表示形容词
47,tract,拉；抽,tractor,/ˈtræktə/,n. 拖拉机；牵引车头,tract 拉 + 后缀 -or 表示名词，“人或物”→拖拉机
47,tract,拉；抽,abstract,/ˈæbstrækt/,adj. 抽象的；抽象的（名词）；抽象的（艺术）n. 抽象作 品；摘要,前缀 abs- 离开 + tract 抽→抽离开（具体现象）→抽象的
47,tract,拉；抽,attract,/əˈtrækt/,v. 吸引；引起……的兴趣,前缀 at- 去 + tract 拉→去拉过来→吸引
47,tract,拉；抽,attraction,/əˈtrækʃən/,n. 吸引（常指异性）；吸引力；游览胜地,attract 吸引 + 后缀 -ion 表示名词
47,tract,拉；抽,attractive,/əˈtræktɪv/,adj. 有魅力的；外表漂亮的，声音优美的；有诱惑力的,attract 吸引 + 后缀 -ive 表示形容词，“……性质的”
47,tract,拉；抽,contract,/ˈkɒntrækt/,n.合同 v（.使缩小，使缩短；（经济、市场等）萎缩与某人）签订合同；缩小，缩短，,前缀 con- 一起 + tract 拉→拉到一起（签订合同）→收缩
47,tract,拉；抽,distract,/dɪˈstrækt/,v. 分散（注意力），使分心,前缀 dis- 分开 + tract 拉→把（注意力）拉开
47,tract,拉；抽,extract,/ɪkˈstrækt/,v. 提炼，提取；取出；拔（牙）；谋取 n. 摘录， 选段；浓缩汁液,前缀 ex- 向外 + tract 抽→抽出来→提炼，摘录
47,tract,拉；抽,subtract,/səbˈtrækt/,v.（从一数中）减去（另一数）,前缀 sub- 在……下 + tract 拉→拉下去→减去，减少
48,val(u)，vail,有力量；有效；有价值,valid,/ˈvælɪd/,adj. 有效的；有根据的；重要的,val 有效 + id →有效的
48,val(u)，vail,有力量；有效；有价值,value,/ˈvælju:/,n. 价值；重要性，益处 v. 重视；为……估价,valu 有价值 + e →估价，价值
48,val(u)，vail,有力量；有效；有价值,valuable,/ˈvæljʊəbəl/,adj. 有益的；值钱的,value 估价 + 后缀 -able 表示形容词，“能……的”
48,val(u)，vail,有力量；有效；有价值,evaluate,"/ɪˈvæljʊ,eɪt/",v. 评价；评估,前缀 e-（= ex-）向外 + valu 有价值 + 后缀 -ate 表示动词， “使……”→把价值标出来→评估，评价
48,val(u)，vail,有力量；有效；有价值,available,/əˈveɪləbəl/,adj. 可获得的；有空的,avail 利用 + 后缀 -able 表示形容词，“能……的”
48,val(u)，vail,有力量；有效；有价值,prevail,/prɪˈveɪl/,v. 占上风；盛行，普遍存在；获胜,前缀 pre- 前 + vail 有力量→力量领先→占上风
49,vid，vis,看见,divide,/dɪˈvaɪd/,v. 分割，分离；分配；除，除尽；分隔；使不和，不和 n.（引发冲突的）重大差异,前缀 di-（= dis-）分开 + vid 看见 + e →分开看见→分隔，分离开
49,vid，vis,看见,evident,/ˈɛvɪdənt/,adj. 清晰易见的；显然的,前缀 e-（= ex-）向外 + vid 看见 + 后缀 -ent 表示形容词→看 出来了→显然的
49,vid，vis,看见,provide,/prəˈvaɪd/,v. 提供；规定,前缀 pro- 向前 + vid 看见 + e →提前看见需求并做好供应
49,vid，vis,看见,visit,/ˈvɪzɪt/,v. 拜访；访问；浏览 n. 拜访；访问,vis 看见 + it 走→走过去看看→拜访
49,vid，vis,看见,vision,/ˈvɪʒən/,n. 憧憬；想象；幻觉；视力；视野,vis 看见 + 后缀 -ion 表示名词→看得见的东西（但是未必摸得着）→视力；幻觉
49,vid，vis,看见,visual,/ˈvɪʒʊəl/,adj. 视觉的 n. 视觉资料（展示或解释用的图画、图表或电影 片段等）,vis 看见 + 后缀 -ual 表示形容词或表示名词→视觉的（资料）
49,vid，vis,看见,visible,/ˈvɪzɪbəl/,adj. 可见的；明显的,vis 看见 + 后缀 -ible 表示形容词，“能……的”→可见的
49,vid，vis,看见,advise,/ədˈvaɪz/,v. 建议；（就某话题向某人）提供咨询,前缀 ad- 去 + vis 看见 + e →去看看情况出个主意→建议
49,vid，vis,看见,revise,/rɪˈvaɪz/,v. 修正（对某事的想法）；调整（使更合理、实际、准确）； 修改，修订（使更时尚、更适于某目的）；（为考试）复习,前缀 re- 再次 + vis 看见 + e →再看一下→修正，复习
49,vid，vis,看见,supervise,"/ˈsu:pə,vaɪz/",v. 监督,前缀 super- 超 + vis 看见 + e →在上面看
50,voc，vok,叫喊；声音,vocabulary,/vəˈkæbjʊlərɪ/,n. 词汇量；某一语言的总词汇量；（某学科的）专门词汇,vocabul = vocable 词 + 后缀 -ary 表示名词，“人或物”→词汇量
50,voc，vok,叫喊；声音,vocal,/ˈvəʊkəl/,adj. 嗓音的；直言不讳的,voc 声音 + 后缀 -al 表示形容词→声音的
50,voc，vok,叫喊；声音,vocation,/vəʊˈkeɪʃən/,n. 使命感；适合的职业,voc 叫喊 + 后缀 -ation 表示名词→受到使命召唤→使命感， 天职
50,voc，vok,叫喊；声音,advocate,/ˈædvəkeɪt/,v. 提倡 n. 倡导者；为（某团体）谋利益者； 辩护律师,前缀 ad- 去 + voc 叫喊 + 后缀 -ate 表示动词，“使……”，或 表示名词→去呼喊→提倡
50,voc，vok,叫喊；声音,evoke,/ɪˈvəʊk/,v. 唤起（记忆）；引起（想法、情感、反应）,前缀 e-（= ex-）向外 + vok 叫喊 + e →喊出来→唤起
