词根序号,词根,词根含义,单词,音标,中文释义,词根词缀拆解
25,ord，ordin,顺序,order,/ˈɔ:də/,v. 命令；下达指令；订购，点（餐）n. 命令；（法院）决议； 订购；所订的货；顺序；秩序,ord 顺序 + 后缀 -er 表示名词，“人或物”，可转化为动词→按顺序下达命令
25,ord，ordin,顺序,disorder,/dɪsˈɔ:də/,n. 紊乱；混乱,前缀 dis- 否定 + order 秩序
25,ord，ordin,顺序,ordinary,/ˈɔ:dənrɪ/,adj. 普通的,ordin 顺序 + 后缀 -ary 表示形容词→按顺序行事的→中规中 矩的，普通的
25,ord，ordin,顺序,extraordinary,/ɪkˈstrɔ:dənrɪ/,adj. 非凡的；非同寻常的；特别的（会议）,前缀 extra- 超出 + ordinary 普通的
25,ord，ordin,顺序,coordinate,"/kəʊˈɔ:dɪ,neɪt/",v. 协调；使（身体各部位）协调 n. 坐标,前缀 co- 一起 + ordin 顺序 + 后缀 -ate 表示动词，“使……”， 或表示名词→使具有同一个顺序→协调
25,ord，ordin,顺序,coordinator,/kəʊˈɔ:dɪneɪtə/,n. 协调者,coordinate 协调 + 后缀 -or 表示名词，“人或物”
25,ord，ordin,顺序,subordinate,/səˈbɔ:dɪnət/,n. 下级 adj. 下级的；次要的，从属的 v. 使从属于， 把……列于次要地位,前缀 sub- 在……下 + ordin 顺序 + 后缀 -ate 表示形容词，或 表示名词，或表示动词，“使……”→顺序在下面的→下级的
26,par,准备,repair,/rɪˈpɛə/,v. 修理，修补，整修；弥救，补救,前缀 re- 再次 + pair（= par）准备→再次准备好→修理
26,par,准备,prepare,/prɪˈpɛə/,v. 准备；（为……）做准备，准备（做某事）；准备（食物）,前缀 pre- 前 + par 准备 + e →提前准备
26,par,准备,preparation,"/,prɛpəˈreɪʃən/",n. 准备；准备工作；（用作食品、药品或化妆品的）配置品,prepare 准备 + 后缀 -ation 表示名词
26,par,准备,separate,/ˈsɛprət/,adj. 分开的，单独的；分开的；不同的 v. 分开； 使分离，脱离；分居,前缀 se- 离开 + par 准备 + 后缀 -ate 表示形容词，或表示动词， “使……”→准备把人或物分开
26,par,准备,separately,/ˈsɛpərətlɪ/,adv. 分别地,separate 分开的 + 后缀 -ly 表示副词
26,par,准备,parade,/pəˈreɪd/,n. 游行；阅兵式 v. 游行；把……游街，把……示众；（为使 自己获益而）展示；吹嘘，夸耀,par 准备 + 后缀 - ade（= -ate）表示名词或表示动词，“使……”→ 使准备接受检阅
27,part，port,部分；分开,part,/pɑ:t/,n. 部分；零件；（等分中的）一份；角色 v. 分开；分手,part 表示“部分”或“分开”
27,part，port,部分；分开,party,/ˈpɑ:tɪ/,n. 政党；派对 v. 尽情欢乐,part 部分 + 后缀 -y 表示名词，可转化为动词→一小部分人的 党派或者聚会
27,part，port,部分；分开,partner,/ˈpɑ:tnə/,n. 配偶，情人；搭档；合伙人；盟友 v. 与……搭档,part 部分 + 后缀 -ner（= -er）表示名词，“人或物”，可转化为动词
27,part，port,部分；分开,partial,/ˈpɑ:ʃəl/,adj. 部分的；偏爱的；偏袒的,part 部分 + 后缀 -ial 表示形容词→只听一部分人的
27,part，port,部分；分开,particular,/pəˈtɪkjʊlə/,adj. 专指的；独特的；非同寻常的,part 部分 + 后缀 -icular 表示形容词→某一部分的→专指的
27,part，port,部分；分开,apart,/əˈpɑ:t/,adv. 分开地；分离地；不在一起地；散开地,前缀 a- 在……上 / 在……中 + part 分开
27,part，port,部分；分开,apartment,/əˈpɑ:tmənt/,n. 公寓,apart 分开 + 后缀 -ment 表示名词→一个大平层分成一间一间 的公寓
27,part，port,部分；分开,departure,/dɪˈpɑ:tʃə/,n. 离开；背离,depart 离开 + 后缀 -ure 表示名词，“状态”
27,part，port,部分；分开,department,/dɪˈpɑ:tmənt/,n.（政府、企业等机构的）部，（大学的）系，（大型 商店的）部门,depart 离开 + 后缀 -ment 表示名词→从大机构中分离出去的 部门或者系
27,part，port,部分；分开,counterpart,"/ˈkaʊntə,pɑ:t/",n. 对应的人或物,前缀 counter- 相反 + part 角色→在另一处对应的人或物
27,part，port,部分；分开,portion,/ˈpɔ:ʃən/,n. 部分；（食物的）一份,port 部分 + 后缀 -ion 表示名词→一部分
28,pat(i)，pass,承受，忍受；感受,patient,/ˈpeɪʃənt/,n. 病人 adj. 耐心的,pati 忍受 + 后缀 -ent 表示名词，“人或物”→正在忍受病痛折 磨的人pati 忍受 + 后缀 -ent 表示形容词→能忍受的，耐心的
28,pat(i)，pass,承受，忍受；感受,compatible,/kəmˈpætəbəl/,adj.（系统、观点、信念等）相容的；意趣相投的；（电脑品牌）兼容的,前缀 com- 一起 + pat 忍受 + 后缀 -ible 表示形容词，“能…… 的”→能一起忍受的→兼容的，意趣相投的
28,pat(i)，pass,承受，忍受；感受,passion,/ˈpæʃən/,n. 强烈的感情，强烈的信任；酷爱,pass 感受 + 后缀 -ion 表示名词→强烈的感受
28,pat(i)，pass,承受，忍受；感受,passive,/ˈpæsɪv/,adj. 被动的；消极的；非暴力的,pass 承受 + 后缀 -ive 表示形容词，“……性质的”→被动承受的→被动的
29,pel，puls,促使；推动,pulse,/pʌls/,n. 脉搏；节拍；脉冲；意向 v. 有节奏地跳动,puls 推动 + e →脉搏跳动
29,pel，puls,促使；推动,impulse,/ˈɪmpʌls/,n. 冲动；脉冲 adj. 一时心血来潮的,前缀 im- 里（这里指“心里”）+ puls 推动 + e →心里的推 动→冲动
29,pel，puls,促使；推动,impulsive,/ɪmˈpʌlsɪv/,adj. 易冲动的,impulse 冲动 + 后缀 -ive 表示形容词，“……性质的”
29,pel，puls,促使；推动,compel,/kəmˈpɛl/,v. 迫使,前缀 com- 一起 + pel 促使→众人一起促使→迫使
29,pel，puls,促使；推动,compelling,/kəmˈpɛlɪŋ/,adj. 令人信服的；引人入胜的,compel 迫使 + -l- + 后缀 -ing 表示形容词
29,pel，puls,促使；推动,compulsory,/kəmˈpʌlsərɪ/,adj. 强制性的,前缀 com- 一起 + puls 促使 + 后缀 -ory 表示形容词→一起促使的→强制性的
29,pel，puls,促使；推动,expel,/ɪkˈspɛl/,v. 开除；逐出；排出,前缀 ex- 向外 + pel 推动→推到外面去→逐出去
29,pel，puls,促使；推动,appeal,/əˈpi:l/,v. 呼吁；申诉；有吸引力 n. 呼吁；吸引力,前缀 ap- 去 + peal（= pel）推动→去推动一项进程就是“呼吁， 申诉”
29,pel，puls,促使；推动,appealing,/əˈpi:lɪŋ/,adj. 吸引人的；恳求的（表情、语气）,appeal 有吸引力 + 后缀 -ing 表示形容词
30,pend，pens,悬挂；称重；支付,spend,/spɛnd/,v. 花（钱）；花（时间、精力）；度过（一段时间）,前缀 s-（= ex-）向外 + pend 支付→向外支付就是花出去
30,pend，pens,悬挂；称重；支付,expend,/ɪkˈspɛnd/,v. 花费，消耗,前缀 ex- 向外 + pend 支付→花钱出去
30,pend，pens,悬挂；称重；支付,expenditure,/ɪkˈspɛndɪtʃə/,n. 花销，支出,expend 花费 + -it- + 后缀 -ure 表示名词，“状态”
30,pend，pens,悬挂；称重；支付,expense,/ɪkˈspɛns/,n. 花费；（由雇主报销的工作）开支,前缀 ex- 向外 + pens 支付 + e
30,pend，pens,悬挂；称重；支付,expensive,/ɪkˈspɛnsɪv/,adj. 昂贵的,expense 花费 + 后缀 -ive 表示形容词，“……性质的”
30,pend，pens,悬挂；称重；支付,depend,/dɪˈpɛnd/,v. 根据……而定；依靠；信任；视情况而定,前缀 de- 向下 + pend 悬挂→挂靠在……下面→依靠
30,pend，pens,悬挂；称重；支付,independence,"/,ɪndɪˈpɛndəns/",n.（国家的）独立；（人的）自立,前缀 in- 不 + dependence 依靠
30,pend，pens,悬挂；称重；支付,independent,"/,ɪndɪˈpɛndənt/",adj. 无关联的，相互独立的；不依赖的；（国家） 独立的,前缀 in- 不 + dependent 依靠的
30,pend，pens,悬挂；称重；支付,suspend,/səˈspɛnd/,v. 暂停；使停职；悬挂,前缀 sus- 在……下 + pend 悬挂→悬挂在下面→悬着
30,pend，pens,悬挂；称重；支付,suspension,/səˈspɛnʃən/,n. 延缓，暂停；停职；（车辆减震的）悬架,suspense 悬念 + 后缀 -ion 表示名词
30,pend，pens,悬挂；称重；支付,appendix,/əˈpɛndɪks/,n. 阑尾；附录,append 附加 + ix →附加物
30,pend，pens,悬挂；称重；支付,pension,/ˈpɛnʃən/,n. 养老金；抚恤金,pens 支付 + 后缀 -ion 表示名词→定期支付的钱→养老金
30,pend，pens,悬挂；称重；支付,compensate,"/ˈkɒmpɛn,seɪt/",v. 补偿（损失）；弥补（过失）；抵消；弥补,前缀 com- 完全 + pens 支付 + 后缀 -ate 表示动词，“使……”→ 完全支付别人的损失
